0.000000,100000.000000,0.000000
0.010000,101004.996608,1015.086889
0.020000,102020.093600,2060.881787
0.030000,103045.392106,3138.101778
0.040000,104080.995026,4247.490809
0.050000,105127.005926,5389.803491
0.060000,106183.529406,6565.810531
0.070000,107250.671120,7776.299313
0.080000,108328.537782,9022.074197
0.090000,109417.237181,10303.956879
0.100000,110516.878186,11622.786747
0.110000,111627.570763,12979.421251
0.120000,112749.425981,14374.736278
0.130000,113882.556028,15809.626538
0.140000,115027.074217,17285.005954
0.150000,116183.095001,18801.808061
0.160000,117350.733982,20360.986414
0.170000,118530.107926,21963.515005
0.180000,119721.334771,23610.388687
0.190000,120924.533640,25302.623609
0.200000,122139.824854,27041.257655
0.210000,123367.329944,28827.350898
0.220000,124607.171660,30661.986057
0.230000,125859.473987,32546.268974
0.240000,127124.362158,34481.329085
0.250000,128401.962662,36468.319914
0.260000,129692.403259,38508.419574
0.270000,130995.812995,40602.831272
0.280000,132312.322211,42752.783831
0.290000,133642.062561,44959.532223
0.300000,134985.167018,47224.358107
0.310000,136341.769894,49548.570383
0.320000,137712.006851,51933.505757
0.330000,139096.014913,54380.529314
0.340000,140493.932482,56891.035106
0.350000,141905.899351,59466.446754
0.360000,143332.056717,62108.218054
0.370000,144772.547198,64817.833606
0.380000,146227.514844,67596.809449
0.390000,147697.105152,70446.693707
0.400000,149181.465083,73369.067258
0.410000,150680.743074,76365.544406
0.420000,152195.089053,79437.773575
0.430000,153724.654457,82587.438009
0.440000,155269.592243,85816.256493
0.450000,156830.056906,89125.984088
0.460000,158406.204493,92518.412876
0.470000,159998.192622,95995.372726
0.480000,161606.180491,99558.732074
0.490000,163230.328901,103210.398714
0.500000,164870.800267,106952.320616
0.510000,166527.758639,110786.486746
0.520000,168201.369713,114714.927918
0.530000,169891.800852,118739.717653
0.540000,171599.221100,122862.973056
0.550000,173323.801200,127086.855718
0.560000,175065.713612,131413.572632
0.570000,176825.132528,135845.377122
0.580000,178602.233892,140384.569802
0.590000,180397.195414,145033.499549
0.600000,182210.196593,149794.564492
0.610000,184041.418730,154670.213029
0.620000,185891.044949,159662.944857
0.630000,187759.260213,164775.312030
0.640000,189646.251346,170009.920037
0.650000,191552.207048,175369.428893
0.660000,193477.317916,180856.554268
0.670000,195421.776463,186474.068625
0.680000,197385.777135,192224.802388
0.690000,199369.516336,198111.645136
0.700000,201373.192439,204137.546811
0.710000,203397.005814,210305.518963
0.720000,205441.158844,216618.636015
0.730000,207505.855947,223080.036549
0.740000,209591.303592,229692.924626
0.750000,211697.710327,236460.571130
0.760000,213825.286793,243386.315138
0.770000,215974.245751,250473.565318
0.780000,218144.802097,257725.801356
0.790000,220337.172888,265146.575418
0.800000,222551.577365,272739.513627
0.810000,224788.236968,280508.317586
0.820000,227047.375365,288456.765922
0.830000,229329.218472,296588.715868
0.840000,231633.994476,304908.104868
0.850000,233961.933854,313418.952226
0.860000,236313.269404,322125.360780
0.870000,238688.236260,331031.518613
0.880000,241087.071920,340141.700802
0.890000,243510.016271,349460.271194
0.900000,245957.311608,358991.684227
0.910000,248429.202664,368740.486786
0.920000,250925.936628,378711.320091
0.930000,253447.763176,388908.921630
0.940000,255994.934493,399338.127130
0.950000,258567.705298,410003.872566
0.960000,261166.332869,420911.196209
0.970000,263791.077072,432065.240724
0.980000,266442.200383,443471.255302
0.990000,269119.967916,455134.597838
1.000000,271824.647451,467060.737154
1.010000,274556.509456,479255.255269
1.020000,277315.827121,491723.849711
1.030000,280102.876379,504472.335877
1.040000,282917.935938,517506.649445
1.050000,285761.287305,530832.848832
1.060000,288633.214817,544457.117696
1.070000,291534.005670,558385.767504
1.080000,294463.949945,572625.240135
1.090000,297423.340638,587182.110548
1.100000,300412.473692,602063.089498
1.110000,303431.648020,617275.026310
1.120000,306481.165544,632824.911711
1.130000,309561.331217,648719.880710
1.140000,312672.453058,664967.215552
1.150000,315814.842182,681574.348718
1.160000,318988.812830,698548.865991
1.170000,322194.682401,715898.509589
1.180000,325432.771485,733631.181353
1.190000,328703.403893,751754.946008
1.200000,332006.906692,770278.034480
1.210000,335343.610232,789208.847293
1.220000,338713.848189,808555.958027
1.230000,342117.957587,828328.116842
1.240000,345556.278841,848534.254089
1.250000,349029.155785,869183.483974
1.260000,352536.935710,890285.108315
1.270000,356079.969396,911848.620365
1.280000,359658.611149,933883.708710
1.290000,363273.218836,956400.261257
1.300000,366924.153921,979408.369294
1.310000,370611.781500,1002918.331635
1.320000,374336.470338,1026940.658849
1.330000,378098.592907,1051486.077575
1.340000,381898.525423,1076565.534925
1.350000,385736.647881,1102190.202977
1.360000,389613.344097,1128371.483356
1.370000,393529.001743,1155121.011909
1.380000,397484.012388,1182450.663479
1.390000,401478.771536,1210372.556770
1.400000,405513.678666,1238899.059316
1.410000,409589.137272,1268042.792544
1.420000,413705.554902,1297816.636946
1.430000,417863.343202,1328233.737356
1.440000,422062.917953,1359307.508325
1.450000,426304.699116,1391051.639619
1.460000,430589.110873,1423480.101818
1.470000,434916.581668,1456607.152029
1.480000,439287.544252,1490447.339721
1.490000,443702.435723,1525015.512676
1.500000,448161.697575,1560326.823055
1.510000,452665.775736,1596396.733593
1.520000,457215.120619,1633241.023921
1.530000,461810.187161,1670875.797010
1.540000,466451.434872,1709317.485748
1.550000,471139.327881,1748582.859657
1.560000,475874.334980,1788689.031731
1.570000,480656.929674,1829653.465432
1.580000,485487.590226,1871493.981810
1.590000,490366.799705,1914228.766778
1.600000,495295.046037,1957876.378533
1.610000,500272.822049,2002455.755124
1.620000,505300.625524,2047986.222173
1.630000,510378.959244,2094487.500761
1.640000,515508.331048,2141979.715462
1.650000,520689.253876,2190483.402548
1.660000,525922.245825,2240019.518355
1.670000,531207.830197,2290609.447825
1.680000,536546.535556,2342275.013216
1.690000,541938.895776,2395038.482987
1.700000,547385.450097,2448922.580868
1.710000,552886.743178,2503950.495113
1.720000,558443.325154,2560145.887936
1.730000,564055.751685,2617532.905143
1.740000,569724.584021,2676136.185956
1.750000,575450.389047,2735980.873040
1.760000,581233.739348,2797092.622725
1.770000,587075.213265,2859497.615449
1.780000,592975.394949,2923222.566394
1.790000,598934.874423,2988294.736357
1.800000,604954.247639,3054741.942825
1.810000,611034.116538,3122592.571283
1.820000,617175.089114,3191875.586752
1.830000,623377.779466,3262620.545553
1.840000,629642.807870,3334857.607317
1.850000,635970.800833,3408617.547235
1.860000,642362.391158,3483931.768555
1.870000,648818.218010,3560832.315337
1.880000,655338.926977,3639351.885457
1.890000,661925.170134,3719523.843885
1.900000,668577.606110,3801382.236226
1.910000,675296.900154,3884961.802534
1.920000,682083.724201,3970297.991411
1.930000,688938.756939,4057426.974387
1.940000,695862.683875,4146385.660591
1.950000,702856.197407,4237211.711725
1.960000,709919.996893,4329943.557331
1.970000,717054.788718,4424620.410379
1.980000,724261.286365,4521282.283160
1.990000,731540.210491,4619970.003508
2.000000,738892.288994,4720725.231347
2.010000,746318.257086,4823590.475574
2.020000,753818.857371,4928609.111282
2.030000,761394.839914,5035825.397337
2.040000,769046.962318,5145284.494301
2.050000,776775.989803,5257032.482733
2.060000,784582.695276,5371116.381840
2.070000,792467.859415,5487584.168529
2.080000,800432.270740,5606484.796822
2.090000,808476.725701,5727868.217682
2.100000,816602.028748,5851785.399229
2.110000,824808.992418,5978288.347372
2.120000,833098.437413,6107430.126851
2.130000,841471.192684,6239264.882715
2.140000,849928.095514,6373847.862227
2.150000,858469.991598,6511235.437215
2.160000,867097.735133,6651485.126873
2.170000,875812.188899,6794655.621029
2.180000,884614.224350,6940806.803879
2.190000,893504.721694,7089999.778202
2.200000,902484.569989,7242296.890066
2.210000,911554.667226,7397761.754036
2.220000,920715.920422,7556459.278887
2.230000,929969.245709,7718455.693840
2.240000,939315.568426,7883818.575335
2.250000,948755.823213,8052616.874331
2.260000,958290.954103,8224920.944177
2.270000,967921.914615,8400802.569028
2.280000,977649.667854,8580334.992855
2.290000,987475.186602,8763592.949022
2.300000,997399.453418,8950652.690484
2.310000,1007423.460736,9141592.020570
2.320000,1017548.210966,9336490.324417
2.330000,1027774.716589,9535428.601015
2.340000,1038104.000263,9738489.495916
2.350000,1048537.094926,9945757.334598
2.360000,1059075.043895,10157318.156511
2.370000,1069718.900971,10373259.749797
2.380000,1080469.730550,10593671.686733
2.390000,1091328.607722,10818645.359873
2.400000,1102296.618384,11048274.018931
2.410000,1113374.859344,11282652.808410
2.420000,1124564.438435,11521878.805984
2.430000,1135866.474624,11766051.061669
2.440000,1147282.098122,12015270.637775
2.450000,1158812.450501,12269640.649674
2.460000,1170458.684805,12529266.307389
2.470000,1182221.965666,12794254.958023
2.480000,1194103.469421,13064716.129053
2.490000,1206104.384229,13340761.572489
2.500000,1218225.910192,13622505.309939
2.510000,1230469.259470,13910063.678574
2.520000,1242835.656408,14203555.378030
2.530000,1255326.337656,14503101.518256
2.540000,1267942.552290,14808825.668330
2.550000,1280685.561942,15120853.906265
2.560000,1293556.640922,15439314.869815
2.570000,1306557.076348,15764339.808320
2.580000,1319688.168274,16096062.635589
2.590000,1332951.229818,16434619.983858
2.600000,1346347.587298,16780151.258838
2.610000,1359878.580358,17132798.695881
2.620000,1373545.562108,17492707.417270
2.630000,1387349.899258,17860025.490682
2.640000,1401292.972250,18234903.988822
2.650000,1415376.175404,18617497.050273
2.660000,1429600.917049,19007961.941566
2.670000,1443968.619672,19406459.120514
2.680000,1458480.720052,19813152.300825
2.690000,1473138.669412,20228208.518016
2.700000,1487943.933557,20651798.196667
2.710000,1502897.993025,21084095.219034
2.720000,1518002.343233,21525276.995044
2.730000,1533258.494628,21975524.533713
2.740000,1548667.972836,22435022.516005
2.750000,1564232.318817,22903959.369159
2.760000,1579953.089017,23382527.342531
2.770000,1595831.855526,23870922.584960
2.780000,1611870.206232,24369345.223698
2.790000,1628069.744982,24877999.444945
2.800000,1644432.091742,25397093.576004
2.810000,1660958.882760,25926840.169101
2.820000,1677651.770727,26467456.086898
2.830000,1694512.424945,27019162.589738
2.840000,1711542.531492,27582185.424650
2.850000,1728743.793391,28156754.916158
2.860000,1746117.930781,28743106.058925
2.870000,1763666.681091,29341478.612268
2.880000,1781391.799207,29952117.196584
2.890000,1799295.057656,30575271.391733
2.900000,1817378.246776,31211195.837396
2.910000,1835643.174900,31860150.335479
2.920000,1854091.668536,32522399.954575
2.930000,1872725.572545,33198215.136543
2.940000,1891546.750334,33887871.805239
2.950000,1910557.084034,34591651.477453
2.960000,1929758.474692,35309841.376079
2.970000,1949152.842463,36042734.545578
2.980000,1968742.126798,36790629.969776
2.990000,1988528.286640,37553832.692045
3.000000,2008513.300620,38332653.937906
3.010000,2028699.167255,39127411.240121
3.020000,2049087.905147,39938428.566307
3.030000,2069681.553185,40766036.449133
3.040000,2090482.170749,41610572.119147
3.050000,2111491.837918,42472379.640291
3.060000,2132712.655673,43351810.048156
3.070000,2154146.746112,44249221.491027
3.080000,2175796.252662,45164979.373784
3.090000,2197663.340288,46099456.504713
3.100000,2219750.195717,47053033.245280
3.110000,2242059.027651,48026097.662939
3.120000,2264592.066989,49019045.687021
3.130000,2287351.567053,50032281.267787
3.140000,2310339.803810,51066216.538680
3.150000,2333559.076102,52121271.981872
3.160000,2357011.705872,53197876.597147
3.170000,2380700.038403,54296468.074207
3.180000,2404626.442544,55417492.968452
3.190000,2428793.310955,56561406.880318
3.200000,2453203.060341,57728674.638242
3.210000,2477858.131696,58919770.485325
3.220000,2502760.990544,60135178.269760
3.230000,2527914.127192,61375391.639125
3.240000,2553320.056971,62640914.238588
3.250000,2578981.320495,63932259.913129
3.260000,2604900.483908,65249952.913842
3.270000,2631080.139147,66594528.108417
3.280000,2657522.904197,67966531.195863
3.290000,2684231.423355,69366518.925587
3.300000,2711208.367493,70795059.320887
3.310000,2738456.434326,72252731.906970
3.320000,2765978.348682,73740127.943582
3.330000,2793776.862771,75257850.662331
3.340000,2821854.756469,76806515.508813
3.350000,2850214.837583,78386750.389634
3.360000,2878859.942146,79999195.924416
3.370000,2907792.934688,81644505.702911
3.380000,2937016.708531,83323346.547295
3.390000,2966534.186074,85036398.779777
3.400000,2996348.319088,86784356.495612
3.410000,3026462.089008,88567927.841631
3.420000,3056878.507235,90387835.300402
3.430000,3087600.615433,92244815.980135
3.440000,3118631.485836,94139621.910447
3.450000,3149974.221556,96073020.344100
3.460000,3181631.956889,98045794.064846
3.470000,3213607.857633,100058741.701487
3.480000,3245905.121402,102112678.048284
3.490000,3278526.977948,104208434.391848
3.500000,3311476.689480,106346858.844626
3.510000,3344757.550995,108528816.685138
3.520000,3378372.890604,110755190.705086
3.530000,3412326.069867,113026881.563479
3.540000,3446620.484127,115344808.147913
3.550000,3481259.562852,117709907.943157
3.560000,3516246.769976,120123137.407187
3.570000,3551585.604246,122585472.354815
3.580000,3587279.599573,125097908.349078
3.590000,3623332.325383,127661461.100534
3.600000,3659747.386977,130277166.874629
3.610000,3696528.425887,132946082.907295
3.620000,3733679.120246,135669287.828948
3.630000,3771203.185151,138447882.097057
3.640000,3809104.373038,141282988.437453
3.650000,3847386.474053,144175752.294557
3.660000,3886053.316437,147127342.290709
3.670000,3925108.766902,150138950.694775
3.680000,3964556.731024,153211793.900232
